dA 2,dA 3,dA 4,dA 5,dA 6,dA 7,dA 8,dA 9,dA 10,dA 11,dA 12,dA 13,dA 14,dA 15,dA 16,dA 17,dA 18,dA 19,dA 20,dA 21,dA 22,dA 23,dA 24,dA 25,dA 26,dA 27,dA 28,dA 29,dA 30,dA 31,dA 32,dA 33,dA 34,dA 35,dA 36,dA 37,dA 38,dA 39,dA 40,dA 41,dA 42,dA 43,dA 44,dA 45,dA 46,dA 47,dA 48,dA 49,dA 50,dA 51,dA 52,dA 53,dA 54,dA 55,dA 56,dA 57,dA 58,dA 59,dA 60,dA 61,dA 62,dA 63,dA 64,dA 65,dA 66,dA 67,dA 68,dA 69,dA 70,dA 71,dA 72,dA 73,dA 74,dA 75,dA 76,dA 77,dA 78,dA 79,dA 80,dA 81,dA 82,dA 83,dA 84,dA 85,dA 86,dA 87,dA 88,dA 89,dA 90,dA 91,dA 92,dA 93,dA 94,dA 95,dA 96,dA 97,dA 98,dA 99,dA 100,dA 101,dA 102,dA 103,dA 104,dA 105,dA 106,dA 107,dA 108,dA 109,dA 110,dA 111,dA 112,dA 113,dA 114,dA 115,dA 116,dA 117,dA 118,dA 119,dA 120,dA 121,dA 122,dA 123,dA 124,dA 125,dA 126,dA 127,dA 128,dA 129,dA 130,dA 131,dA 132,dA 133,dA 134,dA 135,dA 136,dA 137,dA 138,dA 139,dA 140,dA 141,dA 142,dA 143,dA 144,dA 145,dA 146,dA 147,dA 148,dA 149,dA 150,dA 151,dA 152,dA 153,dA 154,dA 155,dA 156,dA 157,dA 158,dA 159,dA 160,dA 161,dA 162,dA 163,dA 164,dA 165,dA 166,dA 167,dA 168,dA 169,dA 170,dA 171,dA 172,dA 173,dA 174,dA 175,dA 176,dA 177,dA 178,dA 179,dA 180,dA 181,dA 182,dA 183,dA 184,dA 185,dA 186,dA 187,dA 188,dA 189,dA 190,dA 191,dA 192,dA 193,dA 194,dA 195,dA 196,dA 197,dA 198,dA 199,dA 200,dA 201,dA 202,dA 203,dA 204,dA 205,dA 206,dA 207,dA 208,dA 209,dA 210,dA 211,dA 212,dA 213,dA 214,dA 215,dA 216,dA 217,dA 218,dA 219,dA 220,dA 221,dA 222,dA 223,label
0.00184,-0.0039,-0.007631,-0.004065,-0.005872,-0.002708,-0.001661,-0.004261,-0.007877,0.003001,0.00886,-0.005242,-0.003058,-0.000303,-0.001187,-0.003661,-0.002266,0.006862,0.001018,-0.009448,-0.00412,-0.001077,0.001688,0.01713,0.010271,-0.007002,-0.009392,-0.008978,-0.006313,-0.005457,0.001236,0.00298,0.000237,0.005387,0.022007,0.039553,0.019306,-0.023725,-0.025903,-0.000549,0.009209,0.023294,0.026264,0.000697,-0.008501,0.004129,0.008849,0.007077,0.005399,0.00488,0.004543,0.002736,0.004824,0.009715,0.01252,0.015816,0.025535,0.043255,0.052738,0.036082,0.024843,0.057946,0.053763,-0.029283,-0.070907,-0.026451,0.016476,0.029271,0.031776,0.007526,-0.005756,0.013994,0.001767,-0.031214,-0.036908,-0.03115,-0.027491,-0.02411,-0.014593,0.002042,-0.003888,-0.03407,-0.031895,-0.01201,-0.008209,-0.00667,-0.005184,-0.00583,-0.007364,-0.008463,-0.009158,-0.009604,-0.008539,-0.007208,-0.007126,-0.008939,-0.01189,-0.012237,-0.009842,-0.007114,-0.005699,-0.003435,-0.000782,0.001553,0.004803,0.009374,0.014864,0.019962,0.022398,0.022292,0.020406,0.017927,0.015307,0.011983,0.008891,0.006996,0.006218,0.004517,0.003095,0.002882,0.002213,0.001862,0.001805,0.000745,0.000035,-0.000299,-0.000977,-0.000136,0.000366,0.000443,0.000181,-0.001752,-0.001317,0.001821,0.020991,0.037556,0.013558,-0.02376,-0.033071,-0.015368,-0.001942,-0.000295,0.000414,0.00053,0.000489,0.001573,0.002782,0.002681,0.00326,0.003445,0.004262,0.009816,0.064383,0.20324,0.192833,-0.00223,-0.173151,-0.184389,-0.078711,-0.025081,-0.010024,-0.005119,-0.003234,-0.002959,-0.0014,0.000754,0.000188,-0.000784,-0.000827,-0.000376,0.000886,0.000062,-0.000958,-0.000302,0.000031,0.000374,0.000304,0.000503,-0.000665,-0.001041,0.000553,-0.000689,-0.001423,0.001255,0.000026,-0.001827,-0.000041,0.000038,0.0003,0.000133,-0.000263,-0.000254,0.000176,-0.00023,-0.001417,-0.000731,-0.000856,-0.000408,-0.000469,-0.00098,0.00102,-0.001008,-0.003472,-0.002311,-0.003619,-0.000428,0.000425,-0.003343,-0.000519,0.00028,-0.000799,-0.000984,0.000695,0.00028,-0.000511,0.003107,0.000552,0.000612,0.005065,0.001084,-0.000828,0.001527,1
0.00184,-0.0039,-0.007631,-0.004065,-0.005872,-0.002708,-0.001661,-0.004261,-0.007877,0.003001,0.00886,-0.005242,-0.003058,-0.000303,-0.001187,-0.003661,-0.002266,0.006862,0.001018,-0.009448,-0.00412,-0.001077,0.001688,0.01713,0.010271,-0.007002,-0.009392,-0.008978,-0.006313,-0.005457,0.001236,0.00298,0.000237,0.005387,0.022007,0.039553,0.019306,-0.023725,-0.025903,-0.000549,0.009209,0.023294,0.026264,0.000697,-0.008501,0.004129,0.008849,0.007077,0.005399,0.00488,0.004543,0.002736,0.004824,0.009715,0.01252,0.015816,0.025535,0.043255,0.052738,0.036082,0.024843,0.057946,0.053763,-0.029283,-0.070907,-0.026451,0.016476,0.029271,0.031776,0.007526,-0.005756,0.013994,0.001767,-0.031214,-0.036908,-0.03115,-0.027491,-0.02411,-0.014593,0.002042,-0.003888,-0.03407,-0.031895,-0.01201,-0.008209,-0.00667,-0.005184,-0.00583,-0.007364,-0.008463,-0.009158,-0.009604,-0.008539,-0.007208,-0.007126,-0.008939,-0.01189,-0.012237,-0.009842,-0.007114,-0.005699,-0.003435,-0.000782,0.001553,0.004803,0.009374,0.014864,0.019962,0.022398,0.022292,0.020406,0.017927,0.015307,0.011983,0.008891,0.006996,0.006218,0.004517,0.003095,0.002882,0.002213,0.001862,0.001805,0.000745,0.000035,-0.000299,-0.000977,-0.000136,0.000366,0.000443,0.000181,-0.001752,-0.001317,0.001821,0.020991,0.037556,0.013558,-0.02376,-0.033071,-0.015368,-0.001942,-0.000295,0.000414,0.00053,0.000489,0.001573,0.002782,0.002681,0.00326,0.003445,0.004262,0.009816,0.064383,0.20324,0.192833,-0.00223,-0.173151,-0.184389,-0.078711,-0.025081,-0.010024,-0.005119,-0.003234,-0.002959,-0.0014,0.000754,0.000188,-0.000784,-0.000827,-0.000376,0.000886,0.000062,-0.000958,-0.000302,0.000031,0.000374,0.000304,0.000503,-0.000665,-0.001041,0.000553,-0.000689,-0.001423,0.001255,0.000026,-0.001827,-0.000041,0.000038,0.0003,0.000133,-0.000263,-0.000254,0.000176,-0.00023,-0.001417,-0.000731,-0.000856,-0.000408,-0.000469,-0.00098,0.00102,-0.001008,-0.003472,-0.002311,-0.003619,-0.000428,0.000425,-0.003343,-0.000519,0.00028,-0.000799,-0.000984,0.000695,0.00028,-0.000511,0.003107,0.000552,0.000612,0.005065,0.001084,-0.000828,0.001527,1
0.018782,-0.000956,-0.009308,0.001196,-0.010556,-0.010718,-0.004081,-0.005093,-0.000581,0.001314,-0.002531,-0.005121,-0.001319,-0.002073,-0.007087,0.000687,0.006828,0.000729,-0.000266,-0.004359,-0.005172,0.002521,0.003471,0.006603,0.006378,-0.003439,-0.008529,-0.006036,-0.002141,-0.001291,0.000852,-0.000241,0.000764,0.004342,0.015994,0.027898,0.014619,-0.010437,-0.011126,0.005793,0.010956,0.019576,0.021922,0.007167,0.002663,0.008389,0.010562,0.009781,0.007726,0.006615,0.004449,0.003703,0.00705,0.008853,0.008234,0.009943,0.01445,0.022493,0.027821,0.019922,0.015383,0.037507,0.036503,-0.015797,-0.045127,-0.018196,0.009481,0.018519,0.025254,0.015462,0.002188,0.00503,-0.006225,-0.025406,-0.025458,-0.019083,-0.015066,-0.012726,-0.007196,0.003691,-0.000165,-0.020664,-0.020148,-0.006921,-0.003498,-0.003295,-0.003957,-0.006773,-0.010215,-0.012465,-0.013115,-0.011796,-0.010165,-0.007304,-0.004246,-0.004187,-0.006999,-0.008815,-0.008174,-0.006326,-0.004065,-0.001488,0.001232,0.004603,0.009979,0.017982,0.026918,0.032304,0.033877,0.032979,0.02889,0.024801,0.020081,0.014919,0.01252,0.009952,0.007391,0.006685,0.005372,0.004619,0.004317,0.003534,0.002694,0.00202,0.001854,0.001394,0.001129,0.001148,0.001244,0.001222,0.000719,-0.000626,-0.000495,0.002005,0.012454,0.02116,0.008171,-0.012702,-0.017005,-0.007039,-0.001058,0.000096,0.001056,0.001426,0.002222,0.002067,0.001966,0.00167,0.001808,0.002843,0.004101,0.007735,0.041187,0.126458,0.11876,-0.002079,-0.108017,-0.11307,-0.045708,-0.013949,-0.00574,-0.002416,-0.001354,-0.00077,0.000668,0.00011,0.000603,0.001618,-0.000599,-0.000481,0.000503,0.000544,0.000825,-0.00089,-0.001061,0.000321,0.000529,0.000247,0.000536,0.00043,0.00124,0.001128,-0.00014,-0.000346,-0.001225,-0.001293,-0.000014,0.001173,0.001914,-0.001057,-0.001455,0.001628,-0.000379,-0.000424,0.000618,-0.001787,-0.000497,-0.000265,-0.001748,0.000477,-0.000013,-0.002412,-0.004276,-0.002716,-0.00241,0.000241,0.002397,-0.00293,-0.001306,0.001527,-0.001823,-0.002308,0.001078,0.000903,0.002662,0.000951,-0.000492,0.002807,0.0005,-0.003752,-0.000706,0.002666,1
-0.000903,-0.00152,-0.013999,0.00417,0.003738,-0.006122,-0.010586,0.000315,-0.001679,-0.002813,0.006174,0.002407,-0.000501,-0.004413,-0.005775,-0.005559,0.004489,0.012025,0.000255,-0.014209,-0.010047,0.001837,0.008633,0.024968,0.019958,-0.014829,-0.021253,-0.008168,-0.00525,-0.006622,-0.000726,0.001209,-0.000039,0.006384,0.028512,0.053201,0.025677,-0.040183,-0.048906,-0.013445,0.002155,0.014178,0.014904,-0.006347,-0.015717,-0.003643,0.002046,0.00099,0.002507,0.002992,0.001583,0.000974,0.002841,0.00677,0.00942,0.010459,0.016342,0.028372,0.034466,0.025456,0.021386,0.047146,0.045306,-0.014049,-0.044605,-0.012942,0.01904,0.029508,0.034901,0.020168,0.007396,0.014531,0.000435,-0.024559,-0.027214,-0.020956,-0.016546,-0.013188,-0.004431,0.011776,0.005038,-0.025715,-0.02545,-0.007149,-0.004083,-0.003658,-0.002704,-0.002181,-0.001598,-0.001833,-0.001331,-0.000408,-0.000106,0.000185,-0.000285,-0.000646,-0.001067,-0.001058,0.001372,0.002569,0.001989,0.001565,-0.000567,-0.001621,-0.000596,0.000022,-0.000194,0.001089,0.001775,0.000411,0.001059,0.002411,0.002102,0.001637,0.00181,0.001554,0.001629,0.001608,0.001334,0.001863,0.001689,0.001472,0.002041,0.001856,0.001666,0.00123,0.00082,0.001842,0.002086,0.001578,0.001774,0.000871,0.00129,0.003348,0.015844,0.027938,0.011418,-0.014411,-0.020724,-0.009149,0.000444,0.00204,0.002215,0.001857,0.002317,0.003834,0.003701,0.002757,0.003655,0.004529,0.005218,0.009063,0.049858,0.157282,0.14895,-0.001205,-0.129792,-0.1388,-0.058738,-0.016708,-0.005606,-0.002794,-0.001307,-0.000031,0.000939,0.001042,0.000932,0.001382,0.00061,0.000956,0.0026,0.001591,0.000775,0.000776,0.000855,0.001106,0.000897,0.001573,0.001874,0.000408,0.000852,0.000516,0.0005,0.000726,0.000439,0.00051,0.000755,0.000855,0.001155,0.000928,0.001124,0.000339,0.000285,0.001609,0.000575,0.00003,0.001366,0.001111,-0.00217,-0.000506,0.002335,0.001188,-0.000437,-0.001855,-0.001547,0.001019,0.000279,-0.003479,-0.001841,0.002335,0.000852,0.00006,0.002112,0.001629,0.001279,-0.000078,-0.001264,0.001789,0.002426,0.000936,-0.000644,-0.001001,1
-0.008253,0.000229,-0.009989,0.01143,0.005809,-0.010622,-0.016656,0.002468,0.003098,-0.002153,0.004356,0.000453,0.00128,-0.004447,-0.004326,0.000183,0.002905,0.003698,-0.000271,-0.009752,-0.007211,0.006256,0.008205,0.014569,0.014015,-0.00781,-0.013246,-0.006181,-0.004151,-0.004121,0.000092,-0.000137,0.000684,0.006384,0.024606,0.044109,0.020721,-0.02557,-0.026608,-0.001836,0.009446,0.023519,0.023339,0.00167,-0.006197,0.005699,0.010323,0.00731,0.007643,0.007306,0.004846,0.00376,0.005307,0.009982,0.011851,0.012834,0.019921,0.03355,0.040361,0.028036,0.0217,0.049996,0.045276,-0.021537,-0.052265,-0.016718,0.016847,0.028114,0.033902,0.015483,0.003221,0.013147,-0.002264,-0.02771,-0.030114,-0.024349,-0.020724,-0.017214,-0.0082,0.007687,0.000316,-0.029578,-0.027312,-0.008757,-0.005453,-0.004196,-0.004532,-0.005235,-0.005366,-0.006976,-0.007309,-0.006717,-0.006666,-0.005892,-0.005485,-0.005937,-0.007782,-0.009086,-0.00707,-0.005282,-0.003227,-0.000448,-0.000184,0.001148,0.005571,0.010753,0.015108,0.019932,0.022698,0.021379,0.020494,0.019661,0.016738,0.012876,0.010406,0.008361,0.007037,0.007127,0.005608,0.005022,0.004808,0.003963,0.003641,0.002165,0.002637,0.00213,0.000695,0.002261,0.002111,0.000711,0.001125,0.000631,0.001447,0.003534,0.018087,0.032378,0.012204,-0.018514,-0.02518,-0.011451,-0.00069,0.001445,0.00169,0.001806,0.002968,0.004051,0.003747,0.002217,0.003591,0.005082,0.005247,0.009192,0.054898,0.17738,0.168882,0.001065,-0.145744,-0.159642,-0.068884,-0.020159,-0.006959,-0.003723,-0.001778,-0.000441,0.000529,0.000314,0.000136,0.000424,0.000837,0.001311,0.002259,0.000912,-0.000377,0.000482,0.000655,0.000109,0.000472,0.002081,0.00196,-0.000377,-0.000229,0.000761,0.000816,-0.000651,-0.000861,0.000333,0.00174,0.001072,-0.000357,0.000557,0.001104,-0.000353,-0.000445,0.001034,0.000343,-0.000498,0.000312,-0.000606,-0.003506,-0.002067,0.001155,0.001516,-0.001072,-0.00497,-0.003243,-0.000487,-0.000888,-0.003808,-0.00268,0.002747,0.000545,-0.001285,0.000777,0.002577,0.000733,-0.000563,-0.000755,-0.000777,0.000053,0.000747,-0.001987,-0.003145,1
-0.000138,-0.01157,-0.004882,-0.0223,-0.025918,-0.014274,-0.00211,0.001851,0.007528,0.001794,-0.003523,-0.001306,-0.014605,-0.013045,-0.008849,-0.006152,0.003136,0.006913,-0.003209,-0.013472,-0.008387,0.006421,0.006632,0.005158,0.008984,-0.007982,-0.012982,-0.006556,-0.011825,-0.006803,0.003468,0.000797,-0.002362,0.002091,0.021895,0.040171,0.0207,-0.024305,-0.031835,-0.005474,0.007545,0.022923,0.028551,0.004189,-0.007847,0.002897,0.010601,0.01061,0.008232,0.007431,0.00791,0.006412,0.005812,0.010938,0.016248,0.022588,0.036002,0.055108,0.062305,0.040146,0.015929,0.032896,0.034907,-0.018926,-0.054839,-0.026783,0.010006,0.01937,0.018039,-0.006863,-0.01845,0.010833,0.011605,-0.019297,-0.030023,-0.026944,-0.023457,-0.021429,-0.01507,-0.001693,-0.004844,-0.029511,-0.030031,-0.013472,-0.008672,-0.007345,-0.008394,-0.01016,-0.012406,-0.014342,-0.015318,-0.01349,-0.010745,-0.008566,-0.005723,-0.005007,-0.006947,-0.010177,-0.008443,-0.004048,-0.003214,-0.00213,0.000151,0.0016,0.004779,0.011213,0.018228,0.024483,0.031507,0.035879,0.037357,0.037463,0.035173,0.030708,0.025865,0.022798,0.019761,0.017238,0.015764,0.014068,0.012713,0.010829,0.007717,0.00539,0.00431,0.003179,0.002086,0.001908,0.002302,0.001999,0.000277,-0.001911,-0.003368,0.002988,0.042073,0.072049,0.027861,-0.041382,-0.0633,-0.032106,-0.003485,0.000009,0.000316,0.000487,0.003196,0.003489,0.004495,0.006725,0.006649,0.008184,0.011034,0.021022,0.11784,0.297543,0.220296,0.013776,-0.167339,-0.272557,-0.157972,-0.055935,-0.022139,-0.011521,-0.007965,-0.004031,-0.001284,-0.001718,-0.001396,0.0003,-0.000074,0.000764,0.001026,-0.000728,-0.00076,-0.002177,-0.001519,-0.000603,0.00001,0.000614,0.000402,0.000216,-0.001049,0.000317,0.00054,-0.000923,-0.000468,-0.00066,-0.000413,0.001843,0.000999,0.000646,-0.001116,-0.002288,-0.000103,-0.000474,-0.002634,-0.002283,0.00025,0.000912,-0.000926,-0.001234,-0.001005,-0.001888,-0.003226,-0.006483,-0.007672,-0.001306,0.000736,-0.004949,-0.004524,-0.00112,-0.001912,0.001638,0.004003,-0.000209,0.000681,0.004136,0.00209,-0.00115,0.000891,0.000201,0.000618,0.003217,1
-0.013517,0.01127,0.00385,-0.007311,-0.024824,-0.017854,0.002436,0.007915,-0.001211,-0.005701,-0.002405,0.003593,-0.00425,-0.000318,0.003375,-0.009247,0.003016,0.018631,0.00196,-0.015323,-0.020215,-0.005118,0.021206,0.039276,0.027209,-0.02243,-0.030666,-0.0113,-0.019714,-0.015869,0.000599,0.005392,0.006157,0.003146,0.048172,0.092991,0.043623,-0.058942,-0.078259,-0.022335,0.007231,0.034641,0.041467,-0.006213,-0.030355,-0.005785,0.005904,0.005897,0.006745,0.006361,0.005293,0.00376,0.007928,0.015118,0.021863,0.031066,0.049519,0.076373,0.087464,0.060601,0.032138,0.058936,0.064403,-0.013097,-0.067014,-0.025348,0.028149,0.041575,0.037974,-0.001084,-0.020005,0.023186,0.024726,-0.021815,-0.040749,-0.040142,-0.034488,-0.02928,-0.018514,0.006268,0.000336,-0.048725,-0.052569,-0.021545,-0.012969,-0.011649,-0.011671,-0.01224,-0.013064,-0.013381,-0.01405,-0.014166,-0.012099,-0.010569,-0.009161,-0.008605,-0.012525,-0.013917,-0.010332,-0.006633,-0.004783,-0.004133,-0.002943,-0.002367,0.000979,0.007151,0.01422,0.020888,0.022395,0.020516,0.020449,0.01892,0.016563,0.015241,0.013846,0.011759,0.00936,0.00809,0.006239,0.005472,0.005154,0.004874,0.004145,0.000827,0.000083,0.000792,0.000652,-0.000449,0.001178,0.003632,0.000754,-0.002656,-0.002784,0.003237,0.044327,0.076528,0.02996,-0.04371,-0.067833,-0.03373,-0.004144,0.0002,0.00152,0.003472,0.003951,0.003756,0.005517,0.005882,0.007544,0.009559,0.009077,0.020996,0.123957,0.319794,0.256456,0.022914,-0.195743,-0.302273,-0.169494,-0.059106,-0.023749,-0.011654,-0.006604,-0.004721,-0.003486,0.00103,0.000642,-0.002158,-0.000038,0.001573,0.002581,-0.000149,-0.004252,-0.001877,-0.001138,-0.0017,0.000785,0.00126,-0.00126,0.000273,0.001331,0.000782,0.001052,-0.001904,-0.001649,-0.00115,-0.000818,0.001256,0.000216,-0.000967,-0.000154,-0.001358,-0.001215,-0.000635,-0.00304,-0.000362,0.000697,-0.002782,-0.003964,-0.00245,-0.001775,-0.003267,-0.004237,-0.006939,-0.008461,-0.004252,-0.002932,-0.005408,-0.00127,0.00049,0.000563,0.00468,-0.00079,-0.000785,0.005472,0.002061,0.003621,0.007599,0.001337,-0.004876,-0.003403,-0.00185,1
0.008769,-0.005695,-0.010331,-0.012207,-0.00955,-0.004754,0.002684,-0.009151,-0.002969,0.007447,-0.001285,-0.00272,-0.004229,-0.000361,-0.000733,-0.010728,-0.000036,0.014119,0.002299,-0.012946,-0.013173,0.000137,0.011746,0.026421,0.019482,-0.018369,-0.024852,-0.010115,-0.012982,-0.009304,0.000367,0.002105,0.003829,0.008083,0.03835,0.070238,0.033439,-0.044265,-0.05486,-0.012054,0.008528,0.030702,0.037133,-0.001244,-0.020574,-0.001262,0.008542,0.00746,0.007539,0.007374,0.007279,0.006688,0.00817,0.013865,0.020089,0.027397,0.042906,0.069791,0.081953,0.056161,0.033271,0.065262,0.063482,-0.021586,-0.07037,-0.025242,0.026408,0.03983,0.041978,0.007509,-0.012191,0.019969,0.012681,-0.029591,-0.042335,-0.038583,-0.033209,-0.029315,-0.018054,0.006799,-0.001276,-0.048036,-0.048555,-0.018663,-0.012149,-0.010595,-0.01026,-0.011768,-0.014178,-0.016942,-0.017431,-0.016426,-0.014894,-0.011772,-0.00864,-0.008539,-0.012402,-0.01437,-0.011209,-0.007979,-0.005828,-0.003422,-0.001345,0.001155,0.005356,0.013571,0.02302,0.029162,0.032086,0.03121,0.028956,0.025124,0.020086,0.015796,0.012994,0.010874,0.008476,0.006525,0.004776,0.004183,0.004093,0.003723,0.002445,0.001134,0.000197,-0.000094,-0.000289,-0.000374,0.001181,0.001503,-0.000072,-0.001094,-0.002035,0.003472,0.041569,0.068929,0.025172,-0.041034,-0.060042,-0.029666,-0.003823,0.000601,0.001281,0.001921,0.003426,0.004329,0.004338,0.005162,0.007698,0.008954,0.009075,0.017996,0.121039,0.307847,0.220581,0.008024,-0.174851,-0.278584,-0.153921,-0.052119,-0.020431,-0.010217,-0.006466,-0.004468,-0.002902,-0.001266,-0.001024,-0.001171,0.000336,0.001565,0.001152,0.000372,-0.000686,-0.001359,-0.001322,-0.001903,0.000055,0.000685,-0.001074,0.000145,0.000511,-0.000877,0.000008,-0.001022,-0.001266,-0.000252,-0.000883,0.000994,0.000725,-0.001042,-0.00016,-0.000709,-0.00146,-0.000037,-0.003191,-0.00391,-0.000192,-0.000452,-0.00348,-0.001797,-0.002212,-0.005521,-0.004815,-0.004289,-0.006616,-0.006157,-0.002549,-0.001681,-0.001486,0.000071,-0.000625,-0.000687,0.000463,0.000722,0.001872,0.001851,0.004956,0.003574,0.000958,-0.000696,-0.000493,0.001845,1
0.008769,-0.005695,-0.010331,-0.012207,-0.00955,-0.004754,0.002684,-0.009151,-0.002969,0.007447,-0.001285,-0.00272,-0.004229,-0.000361,-0.000733,-0.010728,-0.000036,0.014119,0.002299,-0.012946,-0.013173,0.000137,0.011746,0.026421,0.019482,-0.018369,-0.024852,-0.010115,-0.012982,-0.009304,0.000367,0.002105,0.003829,0.008083,0.03835,0.070238,0.033439,-0.044265,-0.05486,-0.012054,0.008528,0.030702,0.037133,-0.001244,-0.020574,-0.001262,0.008542,0.00746,0.007539,0.007374,0.007279,0.006688,0.00817,0.013865,0.020089,0.027397,0.042906,0.069791,0.081953,0.056161,0.033271,0.065262,0.063482,-0.021586,-0.07037,-0.025242,0.026408,0.03983,0.041978,0.007509,-0.012191,0.019969,0.012681,-0.029591,-0.042335,-0.038583,-0.033209,-0.029315,-0.018054,0.006799,-0.001276,-0.048036,-0.048555,-0.018663,-0.012149,-0.010595,-0.01026,-0.011768,-0.014178,-0.016942,-0.017431,-0.016426,-0.014894,-0.011772,-0.00864,-0.008539,-0.012402,-0.01437,-0.011209,-0.007979,-0.005828,-0.003422,-0.001345,0.001155,0.005356,0.013571,0.02302,0.029162,0.032086,0.03121,0.028956,0.025124,0.020086,0.015796,0.012994,0.010874,0.008476,0.006525,0.004776,0.004183,0.004093,0.003723,0.002445,0.001134,0.000197,-0.000094,-0.000289,-0.000374,0.001181,0.001503,-0.000072,-0.001094,-0.002035,0.003472,0.041569,0.068929,0.025172,-0.041034,-0.060042,-0.029666,-0.003823,0.000601,0.001281,0.001921,0.003426,0.004329,0.004338,0.005162,0.007698,0.008954,0.009075,0.017996,0.121039,0.307847,0.220581,0.008024,-0.174851,-0.278584,-0.153921,-0.052119,-0.020431,-0.010217,-0.006466,-0.004468,-0.002902,-0.001266,-0.001024,-0.001171,0.000336,0.001565,0.001152,0.000372,-0.000686,-0.001359,-0.001322,-0.001903,0.000055,0.000685,-0.001074,0.000145,0.000511,-0.000877,0.000008,-0.001022,-0.001266,-0.000252,-0.000883,0.000994,0.000725,-0.001042,-0.00016,-0.000709,-0.00146,-0.000037,-0.003191,-0.00391,-0.000192,-0.000452,-0.00348,-0.001797,-0.002212,-0.005521,-0.004815,-0.004289,-0.006616,-0.006157,-0.002549,-0.001681,-0.001486,0.000071,-0.000625,-0.000687,0.000463,0.000722,0.001872,0.001851,0.004956,0.003574,0.000958,-0.000696,-0.000493,0.001845,1
0.005232,-0.00631,-0.011492,0.003163,0.001359,-0.009225,-0.012431,0.004925,-0.006144,-0.020581,0.001605,0.005459,0.001808,-0.003269,-0.009324,-0.005864,0.004279,0.007158,0.000149,-0.010096,-0.011847,-0.001468,0.001625,0.020162,0.018546,-0.012779,-0.018598,-0.009143,-0.007358,-0.00941,-0.004929,0.002111,0.00192,0.005151,0.028183,0.051383,0.0244,-0.033616,-0.040071,-0.006856,0.009787,0.024712,0.028251,0.000573,-0.012637,0.001349,0.007303,0.007298,0.00768,0.005822,0.004861,0.005137,0.006045,0.009192,0.015477,0.021865,0.034625,0.058043,0.068441,0.045944,0.028304,0.061864,0.058129,-0.03001,-0.075504,-0.028129,0.020371,0.03573,0.037647,0.003182,-0.013751,0.018191,0.00881,-0.032975,-0.04304,-0.036865,-0.030729,-0.027117,-0.016117,0.006041,-0.002264,-0.041539,-0.040214,-0.015835,-0.010376,-0.008574,-0.009167,-0.010957,-0.012641,-0.014424,-0.015056,-0.014059,-0.01182,-0.008775,-0.005615,-0.004783,-0.007585,-0.0096,-0.007854,-0.004789,-0.002906,-0.001987,-0.000542,0.001596,0.00567,0.011775,0.01803,0.024173,0.026801,0.026879,0.025275,0.022016,0.019381,0.015292,0.011326,0.009461,0.007549,0.005957,0.005189,0.004169,0.003138,0.003121,0.002435,0.001213,0.000579,-0.000211,-0.000867,-0.000429,0.000183,0.0005,0.000312,-0.001269,-0.001673,0.001841,0.029086,0.050296,0.017503,-0.031636,-0.04405,-0.020619,-0.001828,0.000514,0.000441,0.000577,0.00142,0.002546,0.003271,0.002973,0.00518,0.007221,0.007001,0.014166,0.097652,0.282945,0.245906,-0.000745,-0.215227,-0.255691,-0.120049,-0.038022,-0.014599,-0.008428,-0.005457,-0.002145,0.000218,-0.0011,-0.001661,-0.00079,-0.00036,0.00082,0.001542,0.000947,-0.001514,-0.001593,-0.000337,-0.000405,-0.000024,-0.00021,0.000135,-0.000462,-0.000039,0.000622,0.000477,-0.000321,-0.000635,-0.000517,0.000397,0.000441,0.000304,-0.00117,-0.000361,0.001855,-0.000115,-0.000034,-0.000409,-0.000539,-0.000459,0.000781,0.000616,-0.00076,0.000796,-0.001374,-0.003871,-0.002962,-0.000207,-0.001006,-0.005298,-0.002521,0.001409,0.00186,-0.001649,-0.000206,0.003709,0.004116,0.001011,-0.002355,0.000874,0.003246,0.00339,0.001213,0.000801,0.001563,1
